"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","Encoded_Education","Encoded_Marital_Status","Encoded_Dt_Customer","Response"
"1966","Graduation","Together",37758,"1","1","49",27,2,10,0,0,1,"2","1","0","3","8",3,5,15440,"0"
"1965","PhD","Divorced",36921,"1","1","74",17,1,12,3,1,4,"2","2","0","3","7",5,2,15914,"0"
"1974","Graduation","Divorced",19346,"1","0","26",2,0,9,3,6,2,"1","1","0","3","8",3,2,16100,"0"
"1950","Graduation","Married",57045,"0","1","40",296,13,104,11,13,17,"3","4","2","9","3",3,3,15561,"0"
"1966","PhD","Together",65814,"0","1","90",561,14,113,10,14,35,"3","8","2","10","5",5,5,16104,"0"
"1965","PhD","Single",40760,"0","1","64",70,0,17,0,0,6,"2","2","1","3","6",5,4,15947,"0"
"1966","PhD","Married",69063,"0","1","16",666,35,124,69,8,26,"1","5","3","5","3",5,3,15532,"0"
"1986","Graduation","Widow",50714.2172611542,"0","1","40",618.234416227788,13.0335946334526,27.1159387957305,17.3781261779368,0,1.17984321992844,"1","1","0","8","9",4.73781261779368,5.73781261779368,15658.1495334292,"1"
"1971","Graduation","Married",35788,"1","1","34",23,2,11,3,1,4,"2","2","0","3","6",3,3,16093,"0"
"1965","Graduation","Married",69139,"0","1","23",86,12,75,33,15,6,"1","4","1","5","4",3,3,16097,"0"
"1952","PhD","Single",32949.8123576175,"0","0","2",30.4074013454374,15.5264837986324,46.6292268191464,23.8311421235558,7.18876804574393,40.1788129610941,"2","2","0","6","9",3.58940648054704,3.41059351945296,15651.1688578764,"1"
"1964","Graduation","Together",68142,"0","1","96",897,126,196,91,112,37,"3","10","4","7","6",3,5,15581,"0"
"1948","Graduation","Together",70666,"0","0","29",398,40,367,119,122,30,"1","7","4","4","4",3,5,15868,"0"
"1973","PhD","YOLO",48432,"0","1","3",322,3,50,4,3,42,"5","7","1","6","8",5,7,15631,"0"
"1978","Graduation","Single",7500,"1","1","5",6,5,4,13,4,25,"4","2","1","3","6",3,4,15701,"0"
"1970","Graduation","Together",40548,"0","1","31",110,0,5,2,0,3,"2","2","1","4","5",3,5,15623,"0"
"1984","Graduation","Married",24570,"1","0","97",28,34,62,11,14,44,"3","4","0","4","9",3,3,15763,"0"
"1966","Master","Married",33585,"0","1","91",30,11,33,13,6,29,"1","2","0","4","4",4,3,15973,"0"
"1972","PhD","Married",43269,"1","0","61",10,1,7,0,0,1,"1","1","0","2","8",5,3,15964,"0"
"1962","Graduation","Together",75072,"0","1","83",583,34,309,0,22,125,"2","5","4","8","3",3,5,15728,"0"
"1976","Graduation","Married",13624,"1","0","93",10,2,15,2,1,6,"2","2","0","3","6",3,3,15725,"0"
"1950","PhD","Together",59292,"0","1","71",378,14,68,19,14,14,"2","3","5","8","3",5,5,15869,"0"
"1978","Master","Single",38100.0026616747,"1","1","12",92.294253051281,1.41636135196313,23.5726473187096,3.66544540785253,1.41636135196313,27.754579720553,"1","4","2","2","7",4.58363864803687,4.41636135196313,15840.6044176286,"1"
"1969","Graduation","Widow",43638,"0","1","37",63,10,83,7,19,19,"2","4","1","4","7",3,6,15499,"0"
"1959","Graduation","Together",54753,"0","1","87",197,107,227,7,59,131,"3","5","2","11","4",3,5,16048,"0"
"1989","Graduation","Married",51381.5,"0","0","69",861,138,461,60,30,61,"1","6","5","12","3",3,3,15770,"0"
"1969","Graduation","Married",25293,"1","0","51",15,0,11,0,2,9,"1","1","1","2","8",3,3,15963,"0"
"1968","Graduation","Single",57107,"0","1","44",159,0,120,0,0,137,"7","4","4","8","8",3,4,15576,"1"
"1972","Basic","Married",25224,"1","0","36",4,9,12,11,2,8,"2","1","1","3","3",2,3,16145,"0"
"1970","Graduation","Married",69016,"0","1","61",726,53,363,123,107,161,"4","8","9","13","5",3,3,15666,"0"
"1985","Master","Married",19510,"2","0","63",9,0,7,3,4,7,"2","1","0","3","7",4,3,15804,"0"
"1968","Master","Single",43201.3880788975,"1","1","40",303.519831348211,10.6207833711524,51.4486592456233,3.8621030440554,2.89657728304155,103.621524579357,"3","7","0","4","9",3.96552576101385,4.96552576101385,15981.3134800531,"1"
"1970","PhD","Divorced",54664.9289331799,"0","1","30",189.202811663039,18.9848292884417,265.067233088892,62.2777073909529,62.248323797714,54.0739378980361,"1","3","5","10","3",3.97061640676111,2.48530820338055,15685.6454812214,"1"
"1962","Graduation","Married",86111,"0","0","73",399,28,756,36,40,126,"1","5","7","10","2",3,3,15814,"0"
"1960","PhD","Married",77037,"0","1","3",463,96,333,168,53,10,"1","7","7","12","3",5,3,15991,"0"
"1954","PhD","Married",65324,"0","1","0",384,0,102,21,32,5,"3","6","2","9","4",5,3,16375,"0"
"1952","Graduation","Single",47958,"0","1","8",268,11,88,15,3,22,"2","6","3","5","5",3,4,15724,"0"
"1986","Graduation","Married",38508,"1","0","95",120,19,206,25,19,54,"6","7","2","5","8",3,3,15744,"0"
"1970","Master","Married",36138,"1","1","48",130,0,16,0,0,5,"5","3","1","4","7",4,3,15902,"0"
"1977","PhD","Single",73939.6086696791,"0","1","0",707.498730860185,16.9352912977338,96.640430954285,44.4389624809846,50.5900638359599,37.7194812404923,"1","2","1","5","3",4.36691141221672,3.68345570610836,15778.7905028621,"1"
"1950","Master","Divorced",39210.5018695281,"0","1","53",197.171035639476,14.790789660532,67.8268074835651,12.7362727266736,7.82719964301214,32.5908288764767,"1","1","1","2","7",4.80909269163385,2.80909269163385,15920.8825008958,"1"
"1969","Graduation","Single",54803,"0","1","65",404,0,92,28,27,142,"2","6","2","9","4",3,4,15573,"0"
"1963","Graduation","Married",77437,"0","0","70",560,21,442,29,44,29,"1","4","5","13","1",3,3,16035,"0"
"1977","Master","Married",50353,"0","0","72",141,15,153,67,31,35,"1","4","4","6","3",4,3,16288,"0"
"1970","Graduation","Single",67384,"0","1","32",957,40,175,158,53,107,"2","7","8","5","5",3,4,15624,"0"
"1978","2n Cycle","Married",12393,"0","0","38",5,6,15,11,7,13,"1","2","0","3","9",1,3,15442,"0"
"1976","Master","Married",49681,"0","2","66",411,0,26,0,0,21,"6","7","1","7","7",4,3,15806,"0"
"1987","Graduation","Together",18227,"1","0","21",1,2,7,4,3,11,"1","0","1","2","8",3,5,15563,"0"
"1966","Graduation","Single",33279,"0","0","29",10,3,3,0,0,0,"1","0","0","3","3",3,4,16410,"0"
"1974","Master","Single",60557.4526014291,"0","1","38",326.820334926713,12.702530735638,304.057422702201,11.3159686313011,14.8437176817097,6.17478168522939,"7","5","6","5","3",4.43865621043369,2.87731242086738,15973.4420602052,"1"
"1977","Graduation","Married",75330,"1","1","94",555,82,257,93,61,61,"4","10","3","12","6",3,3,15440,"0"
"1978","Master","Together",85738,"0","0","41",913,26,376,17,26,13,"1","3","6","11","1",4,5,16093,"0"
"1956","PhD","Together",77376,"1","1","72",492,19,110,16,12,12,"4","6","3","10","4",5,5,16348,"0"
"1981","PhD","Married",58293,"1","0","94",173,43,118,46,27,15,"5","5","3","6","5",5,3,16089,"0"
"1963","Graduation","Married",50437,"0","2","28",370,9,92,6,9,4,"3","7","1","8","7",3,3,15630,"0"
"1982","Master","Married",43815,"1","0","53",14,10,29,4,7,15,"1","2","0","3","6",4,3,15829,"0"
"1974","PhD","Together",30351,"1","0","19",14,0,24,3,3,2,"1","3","0","2","9",5,5,15862,"0"
"1955","Master","Married",38452,"1","1","62",56,0,14,0,0,2,"3","3","0","3","7",4,3,16159,"0"
"1965","PhD","Divorced",65904.1849382948,"1","0","64",756.062562908046,25.5496592577547,442.483846433461,32.9813225567341,24.9223245773464,39.9223245773464,"1","4","1","6","3",4.84316632989794,2.84316632989794,15911.0649292786,"1"
"1952","Graduation","Together",33402,"1","1","60",26,2,19,10,5,8,"3","2","1","3","8",3,5,15904,"0"
"1976","PhD","Together",52190,"1","1","39",42,0,17,0,0,18,"3","2","1","3","5",5,5,16287,"0"
"1971","PhD","Single",42767,"2","0","53",20,6,43,19,5,38,"1","3","1","2","8",5,4,16014,"0"
"1967","Graduation","Married",22574,"2","1","28",25,0,8,2,0,2,"2","2","0","3","7",3,3,16006,"0"
"1964","Graduation","Married",42523,"0","0","96",14,36,11,3,26,35,"1","1","1","4","2",3,3,16183,"0"
"1968","Graduation","Married",45688,"0","1","20",279,0,18,0,0,9,"2","3","1","8","4",3,3,16095,"0"
"1969","Graduation","Married",72460,"0","0","56",377,10,540,80,30,10,"1","3","5","7","1",3,3,16023,"0"
"1963","PhD","Divorced",41003,"0","0","11",123,133,142,71,44,88,"1","6","2","8","6",5,2,15781,"0"
"1971","PhD","Divorced",65808,"1","1","1",155,7,80,13,7,10,"3","5","1","5","6",5,2,16220,"0"
"1982","2n Cycle","Married",57937,"0","1","56",261,42,144,55,48,133,"3","4","4","9","3",1,3,16117,"0"
"1953","PhD","Together",84489.0228334593,"0","1","62",951.120264991187,17.8899464327842,616.372644464951,119.266309551895,35.0711629532743,137.37636311911,"5","5","1","5","2",3.50917113060132,4.49082886939868,15750.1379137235,"1"
"1958","PhD","Together",51518,"0","1","92",350,8,66,17,4,4,"2","3","2","10","3",5,5,15774,"0"
"1974","Graduation","Single",69719,"0","0","99",273,86,208,177,14,43,"1","2","3","5","1",3,4,16216,"0"
"1972","Master","Single",29659.9780874681,"1","0","15",170.570229943842,7.79223984107375,41.1429276503623,2.8831040635705,2.33767195232213,50.7534390464425,"4","5","1","5","10",4.22077601589262,3.77922398410738,15695.0520634279,"1"
"1952","Graduation","Together",59340.6343049698,"0","1","2",615.55806390103,42.5144052437972,200.952912194654,0,17.5211320731323,15.5768498780672,"4","8","4","2","7",4.34966365853325,4.67483182926662,15673.3372273184,"1"
"1971","PhD","Married",42403,"1","0","18",22,1,11,0,5,3,"1","1","0","3","8",5,3,16021,"0"
"1977","Graduation","Single",56628,"0","1","30",479,5,82,7,17,171,"2","7","6","5","5",3,4,16150,"0"
"1951","Master","Married",67381,"0","1","67",815,8,53,11,0,70,"4","2","2","9","7",4,3,15720,"0"
"1958","PhD","Single",79761,"0","1","32",415,5,124,15,35,11,"1","5","2","11","3",5,4,15805,"0"
"1952","Graduation","Divorced",62335,"0","1","87",243,131,217,85,6,26,"2","3","3","13","2",3,2,15848,"0"
"1950","Graduation","Together",28320,"0","1","68",19,1,14,3,2,4,"1","1","0","3","8",3,5,15719,"0"
"1977","PhD","Divorced",34487,"1","1","94",19,18,33,24,1,8,"3","3","0","3","9",5,2,15500,"0"
"1950","PhD","Married",48699,"1","1","90",26,1,10,2,0,1,"1","1","0","3","5",5,3,15846,"0"
"1954","Master","Together",60033,"0","1","28",62,1,57,19,11,48,"2","2","1","5","2",4,5,16158,"0"
"1966","Graduation","Single",43602,"1","1","45",19,5,12,10,3,19,"3","3","1","2","6",3,4,16344,"0"
"1953","Graduation","Married",37716,"0","1","4",97,1,41,6,2,41,"2","4","1","3","7",3,3,16181,"0"
"1952","Graduation","Married",28332,"0","0","58",14,10,13,4,15,9,"1","2","1","4","2",3,3,16190,"0"
"1982","Master","Single",64907.1211623056,"0","0","12",575.947498078924,7.38228921080008,336.785510316724,42.5055654153693,15.1481973987538,69.9750788058154,"1","2","2","11","7",3.28393420041539,3.28393420041539,15994.6217000883,"1"
"1975","2n Cycle","Married",22212,"1","0","49",5,9,20,6,8,21,"2","2","0","4","6",1,3,15960,"0"
"1956","Master","Together",50943,"0","1","49",31,0,7,2,0,6,"1","1","0","3","5",4,5,15877,"0"
"1980","Graduation","Together",69508,"1","0","48",824,32,162,42,32,43,"2","11","4","11","6",3,5,15658,"0"
"1962","PhD","Widow",82571,"0","0","28",861,31,558,62,95,79,"0","6","5","13","2",5,6,16105,"0"
"1957","Graduation","Married",71113,"0","1","95",495,33,255,11,33,8,"4","6","7","9","4",3,3,16056,"0"
"1973","PhD","Together",57906,"0","1","29",243,11,119,10,3,15,"3","4","2","8","4",5,5,16015,"0"
"1970","Master","Married",61872,"0","1","81",330,5,159,36,27,16,"4","4","4","9","4",4,3,16052,"0"
"1976","Master","Single",60482,"0","1","81",255,43,134,37,14,24,"1","7","2","7","7",4,4,15728,"0"
"1977","2n Cycle","Divorced",59601,"0","1","14",691,7,69,0,7,23,"4","2","2","7","8",1,2,15911,"0"
"1992","Graduation","Married",34935,"0","0","71",34,4,66,3,10,20,"1","2","1","4","7",3,3,15877,"0"
"1960","Graduation","Married",29315,"1","1","55",13,2,14,8,7,4,"4","2","0","4","6",3,3,16225,"0"
"1970","PhD","Married",23626,"1","0","84",27,2,14,0,0,0,"3","3","1","3","5",5,3,16214,"0"
"1964","Graduation","Single",18701,"1","1","95",12,4,2,10,6,10,"4","2","0","4","5",3,4,15801,"0"
"1955","Master","Single",51124,"1","1","79",26,1,11,0,1,4,"2","1","0","3","3",4,4,16057,"0"
"1983","Graduation","Married",30096,"1","0","30",5,3,11,12,5,9,"1","2","0","3","6",3,3,16212,"0"
"1974","PhD","Married",37087,"1","0","50",194,55,134,15,0,3,"3","4","2","8","6",5,3,16017,"0"
"1980","PhD","Married",43974,"1","0","19",378,0,101,0,0,72,"5","6","4","6","7",5,3,15686,"0"
"1986","PhD","Single",34875.7317148738,"0","1","82",225.982889565174,6.31061792606488,37.8833594373427,3.47575282957405,1.89318537781946,41.8637075563893,"4","5","2","2","10",4.36893820739351,3.63106179260649,15689.7182245338,"1"
"1970","Graduation","Widow",38327.7028231076,"1","1","2",174.797178620938,9.25317762186751,35.5696041141637,13.6202639238909,0.544304565992206,36.721522829961,"2","2","0","7","8",3.91139086801559,4.91139086801559,15830.898437527,"1"
"1976","Master","Together",21024,"0","0","89",36,4,18,6,2,18,"1","2","0","4","7",4,5,15802,"0"
"1950","Graduation","Single",16813,"0","0","49",4,8,11,12,2,13,"1","2","0","3","7",3,4,15905,"0"
"1990","2n Cycle","Married",24683,"1","0","98",8,4,10,6,7,6,"2","2","0","4","5",1,3,16285,"0"
"1947","Master","Together",66000,"0","0","36",244,51,270,101,0,45,"1","1","3","5","1",4,5,16180,"0"
"1983","Graduation","Married",39922,"1","0","30",29,12,59,19,1,36,"2","3","0","4","8",3,3,15750,"0"
"1981","Master","Together",42021,"1","0","34",393,5,136,7,5,27,"5","10","1","6","9",4,5,15583,"0"
"1960","2n Cycle","Together",50523,"1","1","89",51,4,24,4,7,1,"2","2","0","4","6",1,5,16064,"0"
"1980","Graduation","Single",30828,"1","0","16",16,11,15,2,0,12,"2","1","1","4","3",3,4,15805,"0"
"1971","Graduation","Together",52245.7261393117,"1","1","10",556.865942173637,5.79520307341591,51.3616245873272,8.39360409788787,0.401598975528032,40.3776143426076,"1","1","4","7","8",3.20079948776402,4.59840102447197,15923.0559641435,"1"
"1972","PhD","Married",44325,"0","1","69",516,0,21,0,0,5,"4","8","2","7","8",5,3,15889,"0"
"1957","Graduation","Single",29054.5835238146,"0","1","1",57.4980936357751,6.12430237280205,21.3091396414675,9.35674421302974,6.82647676509805,30.1832209781278,"2","11","3","4","4",1.11783721065149,2.11783721065149,15766.6150467019,"1"
"1979","2n Cycle","Together",7500,"1","0","7",2,8,11,3,8,21,"4","3","2","2","7",1,5,15891,"0"
"1978","Graduation","Married",42693,"1","0","29",8,4,20,6,3,16,"1","1","0","3","5",3,3,16257,"0"
"1960","Graduation","Married",67716,"0","1","8",530,142,217,62,9,56,"4","7","4","13","5",3,3,15979,"0"
"1965","Basic","Single",23529,"0","1","67",9,7,13,3,2,20,"1","1","1","2","6",2,4,15887,"0"
"1958","Graduation","Single",45160,"1","1","9",8,2,5,3,0,3,"1","1","0","2","7",3,4,16158,"0"
"1977","Graduation","Single",38826.2228172,"1","0","67",14.3934290518519,17.5737162074074,23.1802871555556,2.12131418962963,6.27211486222222,23.695030397037,"2","1","1","2","8",3.87868581037037,3.87868581037037,15770.1255102844,"1"
"1984","Graduation","Single",36108,"1","0","68",141,8,129,3,11,47,"3","7","1","4","9",3,4,15993,"0"
"1984","PhD","Single",16269,"1","0","75",19,3,18,3,1,0,"3","3","0","3","8",5,4,15947,"0"
"1981","2n Cycle","Married",27733,"1","0","16",0,7,5,26,2,17,"2","2","0","3","7",1,3,15943,"0"
"1970","Graduation","Single",22585,"0","0","23",3,9,15,13,2,39,"1","1","1","2","9",3,4,15782,"1"
"1973","Master","Married",38961,"1","0","60",19,7,19,0,1,24,"1","2","1","2","7",4,3,16069,"0"
"1986","Master","Together",42386,"1","0","43",65,4,16,0,4,11,"1","3","0","3","8",4,5,15718,"0"
"1976","Master","Together",65104,"0","1","4",738,0,232,13,20,50,"2","3","5","7","7",4,5,16023,"0"
"1969","PhD","Married",51039,"1","1","11",100,64,79,65,0,109,"2","6","2","4","7",5,3,15625,"0"
"1969","Graduation","Widow",40590,"1","1","30",154,0,50,6,11,37,"5","3","4","3","6",3,6,15746,"0"
"1978","2n Cycle","Married",36550,"1","0","74",47,90,94,123,103,120,"5","9","1","5","9",1,3,15755,"0"
"1986","2n Cycle","Married",21955,"1","0","81",5,1,7,17,14,11,"2","2","1","3","6",1,3,15895,"0"
"1956","PhD","Widow",35340,"1","1","1",27,0,12,0,1,5,"2","2","0","3","5",5,6,16250,"0"
"1982","Master","Single",72996.2481600952,"1","0","37",663.444646831835,24.1887529664673,501.07842585491,64.4718824161682,12.2337031781208,75.8201991533861,"1","1","1","11","5",4.06966334744357,3.86067330511287,15830.3529824095,"1"
"1992","Basic","Single",15253,"1","0","13",1,3,3,8,1,13,"2","1","0","3","7",2,4,16006,"0"
"1969","Graduation","Together",23228,"1","0","71",13,2,18,6,1,0,"2","2","0","3","8",3,5,16096,"0"
"1983","Graduation","Together",39453,"1","0","64",46,0,7,0,0,2,"2","2","0","3","6",3,5,16133,"0"
"1961","PhD","Divorced",64325,"0","1","41",731,60,353,78,12,73,"5","10","3","5","7",5,2,15888,"0"
"1985","Graduation","Single",66503,"1","0","30",91,64,128,65,3,50,"2","4","3","6","3",3,4,15566,"0"
"1965","2n Cycle","Divorced",60161,"0","1","17",584,44,212,46,8,177,"3","11","4","8","8",1,2,15636,"0"
"1964","Graduation","Married",58512,"0","1","25",895,10,101,13,0,152,"5","3","4","8","8",3,3,15967,"0"
"1982","2n Cycle","Together",58582,"0","1","15",402,35,106,101,77,42,"2","9","2","9","5",1,5,15976,"0"
"1978","2n Cycle","Married",47025,"0","1","98",508,11,59,23,5,29,"5","11","1","6","9",1,3,16048,"0"
"1972","PhD","Married",78075,"0","0","72",572,8,259,34,35,80,"1","3","5","5","1",5,3,16194,"0"
"1989","Graduation","Single",18358,"1","0","49",6,8,19,16,4,4,"3","3","0","4","7",3,4,16029,"0"
"1969","Master","Together",66476,"0","1","80",742,28,152,25,9,57,"2","6","8","10","4",4,5,15807,"0"
"1992","Basic","Married",17256,"1","0","10",6,4,14,8,8,22,"2","2","1","2","8",2,3,16032,"0"
"1956","Graduation","Married",58116,"0","1","38",228,19,130,4,11,51,"2","3","3","8","2",3,3,16173,"0"
"1953","Graduation","Together",41452,"1","1","86",13,0,3,0,0,0,"1","1","0","2","7",3,5,15859,"0"
"1977","Graduation","Married",59094.9458742943,"0","1","56",609.43903256394,3.90367310028523,199.729635704309,10.6577961398289,18.6987756332383,50,"6","3","1","6","7",3.73975512664765,4.4795102532953,15904.848827498,"1"
"1975","Graduation","Widow",58330,"0","1","87",445,53,213,104,98,151,"1","6","4","13","4",3,6,16064,"0"
"1971","PhD","Together",84596.3973248133,"0","1","1",1242.39442541986,16.090843439335,347.455661531305,42.8129693896044,15.9305314875674,15.9946562682744,"5","5","2","5","4",4.98931253654882,4.00534373172559,15951.6800982638,"1"
"1945","Graduation","Married",69755,"0","0","23",217,77,373,111,23,93,"1","3","6","12","1",3,3,15746,"0"
"1965","Graduation","Together",83003,"0","0","18",856,61,570,40,25,122,"1","7","6","8","3",3,5,15767,"1"
"1973","Graduation","Together",48654.0205803292,"1","0","13",335.742859950056,2.14499585470185,167.625172720756,20.5600221082568,10.6375103632454,43.4775435256306,"4","1","0","8","8",2.64250069088303,3.71499861823395,16021.3075960327,"1"
"1970","Graduation","Divorced",44267,"1","1","48",183,5,65,3,5,49,"5","5","2","4","9",3,2,15761,"0"
"1972","Graduation","Married",33622,"1","1","22",39,1,22,3,4,12,"3","2","0","4","7",3,3,15808,"0"
"1964","PhD","Married",56943.9561637519,"1","1","2",745.574267573655,7.98479527048767,125.250878036954,11.0399124149699,8.01520472951233,8.11023428896442,"7","8","6","8","7",4.99619881762192,4.99619881762192,15439.2030742227,"1"
"1973","Graduation","Widow",42429,"0","1","99",55,0,6,2,0,4,"2","1","1","3","5",3,6,16376,"0"
"1978","Graduation","Divorced",63693,"0","1","63",587,43,337,42,87,54,"3","11","6","9","6",3,2,15992,"0"
"1973","Graduation","Together",22682,"1","0","51",10,14,29,4,2,36,"3","2","1","4","4",3,5,15774,"0"
"1978","2n Cycle","Single",52195,"2","1","2",12,0,4,0,0,1,"1","1","0","2","8",1,4,16409,"0"
"1978","Graduation","Married",33039,"1","0","4",30,8,12,8,8,12,"1","2","0","4","5",3,3,15957,"0"
"1989","Graduation","Married",37155,"1","0","51",23,0,26,7,15,3,"1","2","0","4","5",3,3,15736,"0"
"1971","PhD","Widow",47111,"0","1","35",595,71,153,120,112,41,"6","3","2","10","9",5,6,15561,"0"
"1987","Graduation","Single",57100,"1","0","9",158,11,99,15,11,17,"2","3","2","7","3",3,4,16208,"0"
"1984","Graduation","Together",37235,"1","0","68",20,2,9,4,6,20,"1","1","1","2","4",3,5,16072,"0"
"1987","PhD","Single",42000,"0","0","23",124,83,267,85,59,35,"2","5","2","11","5",5,4,15979,"1"
"1971","Graduation","Married",76445,"1","0","2",739,107,309,140,80,35,"1","2","5","13","6",3,3,15611,"0"
"1981","PhD","Married",87171,"0","0","27",1001,44,107,58,44,44,"1","6","7","11","2",5,3,15710,"0"
"1950","PhD","Together",52157,"0","1","48",189,2,29,3,2,40,"2","3","2","5","4",5,5,16257,"0"
"1970","Graduation","Married",70617,"0","0","45",353,61,753,40,46,27,"1","3","3","7","2",3,3,15879,"0"
